Type|Title|Start Date|End Date|Location|Description
Talk|Web hacking para CTF e Bug Hunters #CPNatal2 #COMUNIDADEDUMONTHACKERSPACE|Aug. 17, 2019, 6:15 p.m.|Aug. 17, 2019, 7 p.m.|Natal, Rio Grande do Norte, Brazil|Temas relacionado a BugBounty e CTF vem se popularizando entre profissionais e estudantes de segurança da informação. Devido a constante e rapida evolução das tecnologias web e variedades de técnicas de exploração, muitas empresas oferecem recompensas para quem encontra e reporta vulnerabilidades em seus serviços. Nesta apresentação falarei sobre vulnerabilidades e técnicas de Web Hacking usadas por Bug Hunters e por players de CTF, citando exemplos com base no que tenho encontrado nesse meio.
Talk|O Empreendedor da Era 4.0 #CPNatal2|Aug. 17, 2019, 6:15 p.m.|Aug. 17, 2019, 7 p.m.|Natal, Rio Grande do Norte, Brazil|Em um novo modelo de sociedade, onde a diversidade, intergeração, multiculturalidade e ambiente extremamente virtual são cada vez mais intensos, surge a necessidade de discutirmos as novas características necessárias aos empreendedores para enfrentarem um mercado cada vez mais desafiador. Precisamos discutir sobre como gerir negócios nesse novo cenário social e como a mente do empreendedor precisa lidar com todas essas questões.
Talk|Oficina de Chão - Robótica Disruptiva #CPNatal2 #OpenCampus|Aug. 17, 2019, 6 p.m.|Aug. 17, 2019, 6:45 p.m.|Natal, Rio Grande do Norte, Brazil|Como falar de robótica de forma clara e objetiva para todos, como transformar pequenas realidades com Robótica utilizando materiais reciclados e eletrônica Open Hardware de baixo custo. Nessa palestra a ideia é compartilhar com voces como podemos fazer a diferença e multiplicar.
Talk|"""O problema é na placa mãe..."" : as dificuldades de ser mulher e mãe na TI #CPNatal2 #COMUNIDADEASBOYZINHASARRETADAS"|Aug. 17, 2019, 6 p.m.|Aug. 17, 2019, 7 p.m.|Natal, Rio Grande do Norte, Brazil|A atividade é proposta com o intuito de trazer uma discussão sobre as dificuldades, desafios, preconceitos, experiências negativas, bem como as positivas quando se é mulher e mãe na área de Tecnologia da Informação, tanto na academia quanto no trabalho. Também é intenção da atividade mostrar como as tecnologias (e estar numa área tecnológica) facilitou alguns processos ( como o ensino individualizado na época de licença maternidade, por exemplo). Por fim, a conversa objetiva mostrar o quanto as outras mulheres do curso (professoras e alunas) tornam essa tragetória mais feliz e a importância da sororidade.
Talk|Mini Paredão Eletrônico e ciclo paredões #CPNatal2|Aug. 17, 2019, 6:15 p.m.|Aug. 17, 2019, 7 p.m.|Natal, Rio Grande do Norte, Brazil|Apresentação de breve palestra abordando as pesquisas do grupo vinculadas o ciclo Paredões realizado de 2017 a 2018 e, mais especialmente, o espetáculo e obra Mini Paredão Eletrônico (Autores: Laboratório 10 Dimensões em parceria com Media Lab/UFG), com a mini demonstração/espetáculo presencial Mini Paredão Eletrônico- Campus Party 2019 . Apresenta possibilidade de criação artística tecnológica e de inovação no campo das mídias interativas e no circuito de economia criativa na área da cultura. O Projeto Mini Paredão eletrônico é um desdobramento do conjunto de pesquisas do ciclo Paredões. Trata-se de uma miniatura da estrutura Paredão misturando características das estruturas paredão nordes tino e de Goiás, em uma hibridização ficcional em uma estrutura multimídia. Apresenta-se como um conjunto transportável, ativado através de comandos celulares e de agenciamento interativo recebendo mensagens do publico e interações sonoro/luminosas, manifesta-se como uma instalação autoportante que apresenta um mini espetáculo sonoro luminoso interativo, constituindo-se como evento poético, objeto sonoro, interface e dispositivo intensificador de experiência.
Talk|Titulo Cidadão Natalense #CPNatal2|Aug. 17, 2019, 6:15 p.m.|Aug. 17, 2019, 7 p.m.|Natal, Rio Grande do Norte, Brazil|Entrega formal do Título de Cidadão Natalense ao Sr. Francesco Farruggia e Sr. Dino Lincoln. Os três subirão ao palco e o Sr. Sueldo, vereador, entregará simbolicamente o título ao Sr. Francesco e Sr. Dino.
Talk|Criando uma aplicação IoT com Arduino e Firebase usando apenas Javascript #CPNatal2|Aug. 17, 2019, 6:15 p.m.|Aug. 17, 2019, 7 p.m.|Natal, Rio Grande do Norte, Brazil|Uma breve jornada sobre como programar um Arduíno com Javascript para faze-lo se comunicar com o Firebase emulando uma aplicação de domótica
Workshops|Ferramentas para a Educação 4.0 #CPNatal2 #OpenCampus|Aug. 18, 2019, 3:30 p.m.|Aug. 18, 2019, 5 p.m.|Natal, Rio Grande do Norte, Brazil|Com uso de ferramentas como Scratch, Code.org e Tinkercad podemos mudar a Educação e levar para a Educação 4.0
Workshops|Robô com rodas usando Arduíno #CPNatal2 #COMUNIDADEDUMONTHACKERSPACE|Aug. 18, 2019, 3:15 p.m.|Aug. 18, 2019, 4 p.m.|Natal, Rio Grande do Norte, Brazil|Viabilizar o primeiro contato com a robótica através do Arduino, apresentando noções de programação e eletrônica e promovendo desafios para melhor absorção do conteúdo apresentado, com foco no comportamento autônomo de um robô
Workshops|Automação Residencial Básica #CPNatal2 #OpenCampus|Aug. 18, 2019, 3:30 p.m.|Aug. 18, 2019, 5 p.m.|Natal, Rio Grande do Norte, Brazil|A atividade será realizada com princípios básicos de Arduino, programação e eletrônica para realizar uma automação residencial básica através de Bluetooth e App gratuito.
Workshops|TDD com Python #COMUNIDADEASBOYZINHASARRETADAS|Aug. 18, 2019, 2:05 p.m.|Aug. 18, 2019, 3 p.m.|Natal, Rio Grande do Norte, Brazil|Uma breve introdução sobre Test Driven Development utilizando python
Workshops|Avaliação Concurso Leve seu Robô #CPNatal2 #OpenCampus|Aug. 18, 2019, 2 p.m.|Aug. 18, 2019, 3:30 p.m.|Natal, Rio Grande do Norte, Brazil|Será realizada as apresentações e avaliação dos artefatos tecnorobóticos inscritos que estão concorrendo no Concurso Cultural Leve seu Robô para a #CPNatal2. Evento na área Open, aberto para o público acompanhar os artefatos apresentados pelos Campuseiros inscritos.
Workshops|Robótica Sustentável: Carrinho Sustentável Elétrico #CPNatal2 #OpenCampus|Aug. 18, 2019, 2 p.m.|Aug. 18, 2019, 3:30 p.m.|Natal, Rio Grande do Norte, Brazil|Como utilizando lixo eletrônico podemos fazer robótica? Assim, levamos atráves da mecânica e eletrônica a possibilidade de trabalhar a educação maker e steam
Talk|Flask from Rest to Test #CPNatal2 #COMUNIDADEDEVOPSRN|Aug. 17, 2019, 5:45 p.m.|Aug. 17, 2019, 6:30 p.m.|Natal, Rio Grande do Norte, Brazil|A palestra vai exigir que as participantes tenham conhecimento em python. A proposta é construir uma API Rest usando o framework Flask, e aplicando o TDD. A aplicação usará uma biblioteca python para autenticação de usuário, e para fazer o deploy, usamos o recurso de CI/CD do gitlab. Nosso objetivo é apresentar ferramentas úteis para quem deseja desenvolver uma API Rest com qualidade e boas práticas.
Workshops|Workshop de Desenvolvimento Web com JavaScript para Iniciantes CPNatal2 #COMUNIDADEDEVOPSRN|Aug. 18, 2019, 2:15 p.m.|Aug. 18, 2019, 3:30 p.m.|Natal, Rio Grande do Norte, Brazil|Mostrar como javascript está inserido no mercado atual e dar uma introdução as tecnologias que usam javascript apresentando suas funcionalidades. Haverá a disponibilização do material da apresentação e de material extra no github.
Workshops|Como aprender baseado em projetos? #CPNatal2 #OpenCampus|Aug. 18, 2019, 12:30 p.m.|Aug. 18, 2019, 1:30 p.m.|Natal, Rio Grande do Norte, Brazil|Aprender é bom? É bom, mas é melhor ainda quando temos prazer em fazer. Assim, com projetos voltados a educação conseguimos levar o aprender brincando para todas as pessoas.
Workshops|PyautoGUI: brincando com a GUI#CPNatal2 #COMUNIDADEDUMONTHACKERSPACE|Aug. 18, 2019, noon|Aug. 18, 2019, 1 p.m.|Natal, Rio Grande do Norte, Brazil|Workshop com o intuito de apresentar uma biblioteca Python chamada PyautoGUI que tem como objetivo interagir com a interface gráfica do sistema operacional com o python.
Workshops|Precisando de dados? Colete-os com Web Scraping #CPNatal2 #COMUNIDADEDUMONTHACKERSPACE|Aug. 18, 2019, 11 a.m.|Aug. 18, 2019, 11:45 a.m.|Natal, Rio Grande do Norte, Brazil|Na era dos informação, grandes volumes de dados são gerados diariamente, os quais podem ou não estar disponíveis para a realização de análises exploratórias. Como meio facilitador, a técnica de Web Scraping permite realizar a extração de dados disponíveis em páginas web de forma automática. Assim, a partir dos fundamentos básicos e exemplos práticos, você perceberá o quão é fácil utilizar essa técnica fundamental na era dos dados. Para os participantes que desejam utilizar seus próprios notebooks, recomendo que instalem o Python (https://www.python.org/downloads/).
Workshops|Usando Ansible para fazer deploy da sua primeira aplicação no Heroku #CPNatal2 #COMUNIDADEDEVOPSRN|Aug. 17, 2019, 11 p.m.|Aug. 18, 2019, 12:15 a.m.|Natal, Rio Grande do Norte, Brazil|Mostrarei do 0 como criar uma API python simples e como fazer deploy no Heroku utilizando Ansible. Iremos ainda configurar um Loadbalancer (nginx) junto com o uUWSGI.
Workshops|Git básico e alguns serviços #CPNatal2 #COMUNIDADEDEVOPSRN|Aug. 17, 2019, 7:20 p.m.|Aug. 17, 2019, 8:30 p.m.|Natal, Rio Grande do Norte, Brazil|Fundamentação básica sobre versionamento, situações de aplicação, passo-a-passo com comandos básicos para utilização em projetos individuais e apresentação de alguns serviços de Git.
Workshops|Modelando com Thinkercad #CPNatal2 #OpenCampus|Aug. 18, 2019, 10:30 a.m.|Aug. 18, 2019, 12:30 p.m.|Natal, Rio Grande do Norte, Brazil|O Tinkercad é um aplicativo gratuito e fácil de usar para projetos 3D, componentes eletrônicos e codificação. É usado por professores, crianças, amadores e projetistas para imaginar, projetar e fabricar qualquer coisa! Nesta oficina o participante da oficina precisa trazer seu o seu notebook.
Workshops|Minicompetição de Planadores no ambiente escolar #CPNatal2 #OpenCampus|Aug. 18, 2019, 10:30 a.m.|Aug. 18, 2019, 12:30 p.m.|Natal, Rio Grande do Norte, Brazil|A Minicompetição de Planadores é uma estratégia que busca proporcionar a motivação dos alunos de Ensino Fundamental e Médio pelo o estudo de Ciências e Matemática. Para o Ensino Fundamental o público alvo são alunos de 8º ano devido a competição estadual que tem calendário padrão de competição internacional .
Workshops|Luminária Vingadores #CPNatal2 #OpenCampus|Aug. 18, 2019, 12:30 p.m.|Aug. 18, 2019, 1:30 p.m.|Natal, Rio Grande do Norte, Brazil|A atividade será uma oportunidade de montar uma luminária com princípios básicos de eletrônica, com Leds, baterias e um corpo montado com MDF e acrílico.
Workshops|Minicurso de Gestão de Tempo e Produtividade #CPNatal2 #COMUNIDADELEP|Aug. 17, 2019, 7:15 p.m.|Aug. 17, 2019, 8 p.m.|Natal, Rio Grande do Norte, Brazil|Aprenda ferramentas e técnicas de como otimizar o seu tempo e aumentar sua produtividade.
Workshops|Cloud Study Jams #CPNatal2 #COMUNIDADEDEVOPSRN|Aug. 17, 2019, 6:35 p.m.|Aug. 17, 2019, 7:15 p.m.|Natal, Rio Grande do Norte, Brazil|O Study Jams é um evento oferecido pela comunidade do Google Developers Group, com o intuito de capacitar comunidade com as tecnologias Google para desenvolvedores.
Workshops|Design Thinking na prática #CPNatal2 #COMUNIDADELEP|Aug. 17, 2019, 6:15 p.m.|Aug. 17, 2019, 7 p.m.|Natal, Rio Grande do Norte, Brazil|Como pensar antes de pensar: desenhando o pensamento.
Workshops|Arduino Básico - Sensor de Proximidade com Leds #CPNatal2 #OpenCampus|Aug. 17, 2019, 5:30 p.m.|Aug. 17, 2019, 7 p.m.|Natal, Rio Grande do Norte, Brazil|A atividade será realizada com a utilização de princípios básicos de Arduino, programação e eletrônica para realizar uma base de sensores com visualização via Leds, um sensor de proximidade.
Talk|Gestão do que mais importa: Tempo e Dinheiro! #CPNatal2 #COMUNIDADELEP|Aug. 17, 2019, 5:15 p.m.|Aug. 17, 2019, 6 p.m.|Natal, Rio Grande do Norte, Brazil|Apresentação sobre gestão de finanças e tempo para empreendedores.
Talk| IOT e a acessibilidade #CPNatal2|Aug. 17, 2019, 5:15 p.m.|Aug. 17, 2019, 6 p.m.|Natal, Rio Grande do Norte, Brazil|A tecnologia está influenciando e modificando a vida das populações através de mudanças gradativas e por vezes definitivas proporcionando uma melhor qualidade de vida. Serão apresentadas diversas perspectivas de IOT como ferramentas para promoção, inclusão social, acessibilidade e inúmeros benefícios na busca de uma melhor qualidade de vida. Que impacto geramos na vida das pessoas? Quando a tecnologia tem o compromisso de proporcionar inclusão e acessibilidade, transformando e modificando nossas vidas?
Workshops|Arte na Educação do Futuro #CPNatal2 #OpenCampus|Aug. 17, 2019, 5:30 p.m.|Aug. 17, 2019, 7 p.m.|Natal, Rio Grande do Norte, Brazil|Ao utilizamos práticas de pintura, desenho, papietagem e sobreposição de fibras, queremos demonstrar como utilizar a arte na metodologia STEAM para a educação.
Talk|Compartilhamento e Networking para Crescer na sua carreira #CPNatal2|Aug. 17, 2019, 5:15 p.m.|Aug. 17, 2019, 6 p.m.|Natal, Rio Grande do Norte, Brazil|"Nessa palestra, vamos discutir e treinar algumas dicas práticas para compartilhamento de conteúdo e networking. Vamos aprender formas para iniciar e dar continuidade em relacionamentos significativos e como gerar valor a partir do seu networking. Venha descobrir que, ao contrário do ""QI"" original, Quem Indica é uma vantagem que se constrói, e só depende de você!"
Talk|O poder da criatividade na criação de negócios de impacto social e no atendimento ao cliente #CPNatal2|Aug. 17, 2019, 5:15 p.m.|Aug. 17, 2019, 6 p.m.|Natal, Rio Grande do Norte, Brazil|Como criar negócios que fazem a diferença no mundo? Como encantar clientes e fidelizá-los através do casamento entre tecnologia (uso de RPA, IA e Big Data) e criatividade? Conheça cases reais e aprenda como impactar muitas pessoas com poucos recursos.
Talk|Criando negócios tecnológicos #CPNatal2|Aug. 17, 2019, 5:15 p.m.|Aug. 17, 2019, 6 p.m.|Natal, Rio Grande do Norte, Brazil|Oficina prática de construção de empreendimentos com impacto social e que trabalhem a tecnologia de forma inovadora.
Talk|Redes sociais, inteligência artificial e a produção do discurso #CPNatal2 #COMUNIDADEASBOYZINHASARRETADAS|Aug. 17, 2019, 5:05 p.m.|Aug. 17, 2019, 5:55 p.m.|Natal, Rio Grande do Norte, Brazil|Palestra sobre os impactos gerados pelos algoritmos de inteligência artificial em redes sociais na produção do discurso dentro da esfera pública contemporânea.
Talk|Estratégias para Instagram #CPNatal2|Aug. 17, 2019, 4:15 p.m.|Aug. 17, 2019, 5 p.m.|Natal, Rio Grande do Norte, Brazil|Com tantas mudanças no Instagram nos últimos meses é preciso se reinventar, criar novas ações e saber medir o que de fato gera resultado para o seu negócio. Aprenda técnicas de produção de conteúdo, estratégias de venda e de como medir o que realmente funciona ou não no instagram de acordo com o seu negócio.
Talk|LGPD: como se adequar até 2020? #CPNatal2 #OpenCampus|Aug. 17, 2019, 5 p.m.|Aug. 17, 2019, 5:45 p.m.|Natal, Rio Grande do Norte, Brazil|A atividade tem como objetivo apresentar os principais pontos da Nova Lei Geral de Proteção de Dados, que entrará em vigor em 2020 e que possui em impacto em, literalmente, todos os negócios. Serão abordados os aspectos práticos da Lei, quais serão as áreas mais afetadas e serão esclarecidas as dúvidas mais comuns sobre como se adaptar à esta nova realidade.
Talk|PyLadies Brasil: ajudando a tornar a comunidade Python mais diversa e mais inclusiva #CPNatal2|Aug. 17, 2019, 4:15 p.m.|Aug. 17, 2019, 5 p.m.|Natal, Rio Grande do Norte, Brazil|Iniciativas preocupadas com a disparidade de gênero vêm ganhando força internacional nos últimos anos, e a comunidade brasileira de código aberto tem se destacado na quantidade e efetividade das ações voltadas a esses projetos, mudando o cenário de nossas conferências e eventos regionais e nacionais. Na comunidade Python, um dos grupos de mais se destaca nesse sentido é o PyLadies. Somos um grupo internacional, com foco em ajudar mais mulheres a tornarem-se participantes ativas e líderes de comunidades Python, cuja missão é promover, educar e impulsionar a existência de uma comunidade Python diversificada através de sensibilização, educação, conferências, eventos e encontros sociais. Vamos falar um pouco sobre os nossos eventos (minicursos, palestras, workshops), encontros, sprints, além de toda a construção e troca que acontece dentro da nossa comunidade e com as diversas comunidades que nos apoiam nas diversas regiões do país, suas particularidades, dificuldades e resultados.
Talk|Cultura Maker e espaço #CPNatal2|Aug. 17, 2019, 4:15 p.m.|Aug. 17, 2019, 5 p.m.|Natal, Rio Grande do Norte, Brazil|A palestra apresenta os desafios da cultura maker aplicada no desenvolvimento da primeira estação de pesquisa espacial na América Latina: o Habitat Marte, em operação no sertão do RN, onde jovens pesquisadores desenvolvem tecnologias e simulam o funcionamento de um habitat espacial. Na palestra CULTURA MAKER E ESPAÇO, empreendedores e jovens pesquisadores são desafiados à imaginação, criatividade, inovação e empreendedorismo relacionados à sustentabilidade no espaço e no semiárido. Lua, Marte e regiões áridas e semiáridas demandam soluções criativas de criativos e empreendedores. Na exposição são apresentados projetos altamente inovadores em desenvolvimento no Habitat Marte.
Talk|O protagonismo das mulheres jovens #CPNatal2 #COMUNIDADEASBOYZINHASARRETADAS|Aug. 17, 2019, 4:05 p.m.|Aug. 17, 2019, 5 p.m.|Natal, Rio Grande do Norte, Brazil|Contextualizar a luta das mulheres no processo de ocupação dos espaços públicos e privados, bem como desenvolver alternativas para superar as dificuldades ainda existentes quanto ao protagonismo das mulheres jovens.
Talk|Validando Ideias - As duas faces do empreendedorismo #CPNatal2|Aug. 17, 2019, 4:15 p.m.|Aug. 17, 2019, 5 p.m.|Natal, Rio Grande do Norte, Brazil|No mercado existem dois tipos de empreendedores: o artista e o inovador. Ambos estão convencidos que possuem uma grande ideia de negócio, mas qual deles realmente conseguirá gerar riqueza com ela? Nesta palestra, Tiago Fernandes, CEO da AutoForce, apresenta, a partir da história dos empreendedores Larry e Steve, a metodologia de validação de ideias para quem deseja construir grandes negócios.
Talk|A privacidade morreu?? #CPNatal2 #OpenCampus|Aug. 17, 2019, 4 p.m.|Aug. 17, 2019, 4:45 p.m.|Natal, Rio Grande do Norte, Brazil|A importância da privacidade atualmente e como isso nos afeta. A privacidade mudou muito nos últimos anos e afeta diretamente nosso cotidiano e nosso futuro sem perceber. Mas será que ela ainda existe?
Talk|Adafruit Circuit Playground Express: Uma alternativa ao Arduino e que suporta Python #CPNatal2 #COMUNIDADEDUMONTHACKERSPACE|Aug. 17, 2019, 11 a.m.|Aug. 17, 2019, 11:45 a.m.|Natal, Rio Grande do Norte, Brazil|Na presente palestra apresentarei a maravilhosa Ada Fruit Circuit Express, que é uma alternativa ao arduino e que suporta python e javascript de forma nativa. Além de já trazer os principais recursos e sensores que em um arduino por exemplo teriamos que plugar de forma externa. A Circuit Express proporciona um fácil aprendizado e uma simples implementação em projetos para robistas e entusiastas.
Talk|Transparência Pública e o Controle Social #CPNatal2|Aug. 17, 2019, 11 a.m.|Aug. 17, 2019, 11:45 a.m.|Natal, Rio Grande do Norte, Brazil|A palestra versará sobre o tema: “Transparência Pública e o Controle Social”, apresentando as formas como se apresentam no Estado brasileiro, os espaços de participação, os instrumentos de transparência pública, os atores do controle social e os instrumentos criados pela sociedade civil para o exercício da sua cidadania.Também serão mostrados a transparência pública do Estado do RN, as formas e instrumentos de acesso.
Talk|Hackeando o Marketing das grandes empresas #CPNatal2|Aug. 17, 2019, 3:15 p.m.|Aug. 17, 2019, 4 p.m.|Natal, Rio Grande do Norte, Brazil|Nesta palestra, o objetivo de fato é mostrar como grandes empresas utilizam os diversos tipos de Marketing para influenciar a compra e o posicionamento de sua marca, como a utilização do marketing de relacionamento, marketing de conteúdo, marketing de guerrilha, marketing digital e entre outros! Por mais que essas empresas tenham maior poder de investimento, suas práticas podem ser replicadas a qualquer tipo de negócio, já que o marketing necessita muito da CRIATIVIDADE! Então a ideia é conseguir ter diversas ideias e TESTAR!
Talk|Transformação digital, o que não é! #CPNatal2|Aug. 17, 2019, 11 a.m.|Aug. 17, 2019, 11:45 a.m.|Natal, Rio Grande do Norte, Brazil|Transformação digital é um processo complexo que muitas empresas querem implantar, mas a maioria não sabe como fazer, por onde começar ou pensam que estão fazendo certo. Vamos conversar sobre a prática da jornada de transformação digital nas empresas e o que ela não é.
Talk|Iot na saúde #CPNatal2|Aug. 17, 2019, 3:15 p.m.|Aug. 17, 2019, 4 p.m.|Natal, Rio Grande do Norte, Brazil|A área da saúde, em especial, é uma das áreas que mais investe em tecnologia, seja em equipamentos, dispositivos ou sistemas modernos que proporcionam à população inúmeros benefícios na busca de uma melhor qualidade de vida. O uso de dispositivos móveis para o monitoramento contínuo de pacientes com uma determinada patologia pode beneficiar significativamente em sua prevenção, diagnóstico e tratamento. O objetivo da Palestra sobre IoT na Saúde é apresentar as principais tendências dos dispositivos móveis nesta área vinculado a grande conexão generalizada que estamos vivenciando nos últimos anos. Por fim, como essas tecnologias poderão beneficiar e impacto o estilo e qualidade de vida dos indivíduos.
Talk|Gerenciamento de backup com Bareos #CPNatal2 #COMUNIDADEDEVOPSRN|Aug. 17, 2019, 11 a.m.|Aug. 17, 2019, 11:45 a.m.|Natal, Rio Grande do Norte, Brazil|O Bareos é um sistema open source que permite gerenciar backups, recuperação e verificação de dados através de diferentes tipo de redes. A talk tem como objetivo apresentar a solução e mostrar na prática como funiona o seu gerenciamento (desde a configuração de clientes e jobs) além de abordar alguns conceitos de backups, como os seus níveis e boas pŕaticas.
Talk|Wireless do sertão - técnicas de baixo custo e impressão 3D para fabricação de dispositivos de radiofrequência #CPNatal2 #OpenCampus|Aug. 17, 2019, 11:45 a.m.|Aug. 17, 2019, 12:45 p.m.|Natal, Rio Grande do Norte, Brazil|Nesta atividade são apresentadas técnicas de baixo custo para a fabricação de dispositivos de radiofrequência, através do desenvolvimento de placas de circuito impresso por método fotográfico e de circuitos planares utilizando impressão 3D. Exemplos práticos de validação dos métodos são apresentados com o projeto de um oscilador controlado por tensão (VCO), filtros e antenas, para a faixa ISM 2.4 GHz.
Talk|Gestão de Projetos #CPNatal2 #COMUNIDADELEP|Aug. 17, 2019, 3:15 p.m.|Aug. 17, 2019, 4 p.m.|Natal, Rio Grande do Norte, Brazil|É o conjunto de conhecimentos, habilidades, técnicas e ferramentas utilizadas para planejar, executar e monitorar um projeto.
Talk|Aprendendo a negociar com Harvey Specter #CPNatal2 #COMUNIDADEDUMONTHACKERSPACE|Aug. 17, 2019, 3:15 p.m.|Aug. 17, 2019, 4 p.m.|Natal, Rio Grande do Norte, Brazil|Harvey Specter é o personagem principal da série 'Suits'. E a maior habilidade dele é ser um ótimo negociador - habilidade essa refletida nos demais personagens da série em momentos propícios à negociação. A proposta da atividade é alinhar em passos o conteúdo de uma boa negociação com momentos específicos em que o elenco do seriado aparece. Negociação é uma habilidade que deve ser estimulada sempre em qualquer empreendedor com a um aproveitamento máximo por todas as pessoas envolvidas em algum tipo de transação. Aliar isso em etapas com um seriado de grande repercussão não só atrai dois públicos como também facilita o aprendizado do público. Observação: se esse momento incitar possíveis problemas de Direitos Autorais, o conteúdo pode ser facilmente adaptado sem a necessidade de alinhá-lo com o seriado.
Talk|Fruggy: Desenvolvendo soluções criativas e tecnológicas para os ODS #CPNatal2 |Aug. 17, 2019, 3:15 p.m.|Aug. 17, 2019, 4 p.m.|Natal, Rio Grande do Norte, Brazil|Palestra sobre a importância do desenvolvimento de Negócios de Impacto Social Tecnológicos, e apresentação da Fruggy, uma metodologia de criação de proposta de valor para esse negócios. A metodologia foi utiliza da abordagem de design thinking, com inserção de prospecção tecnológica de bancos de patentes e os conceitos de inovação frugal para se gerar soluções criativas, tecnológicas e inovadoras para os modelos de negócios de impacto social.
