Type|Title|Start Date|End Date|Location|Description
Talk|Angular Extreme performance #CPNatal2 #COMUNIDADEDEVOPSRN|Aug. 17, 2019, 3:15 p.m.|Aug. 17, 2019, 4 p.m.|Natal, Rio Grande do Norte, Brazil|Sabemos que os frameworks Javascript modernos estão usando o que há de melhor e mais moderno no mercado e disponibilizando no seu ecossistema para os dois maiores pilares da performance de uma aplicação front-end: network e runtime, mas quais são as ferramentas que eu posso usar no build do meu projeto? O que essa sopa de letrinhas: JIT, AOT, Tree-shaking, Uglify, GCC, Lazy loading, Ivy … são capazes de fazer para melhorar a performance de network do meu projeto? Também veremos sobre Server Rendering, trackBy, Angular OnPush Component, React Pure Component, Imutabilidade, AOT… Eles podem fazer milagres na performance de runtime do seu projeto, e várias dessas técnicas e ferramentas existem e são aplicáveis seja no Angular, React, Vue ou o velho Javascript vanilla.
Talk|RUMO AO VALE! - Uma experiência que é real #CPNatal2|Aug. 17, 2019, 3:15 p.m.|Aug. 17, 2019, 4 p.m.|Natal, Rio Grande do Norte, Brazil|Experiências são a moeda do presente. Rumo ao Vale compartilhará uma história de curiosidade, dedicação e aprendizado vivida durante 30 dias no Vale do Silício, abordando o processo, desafios, lições aprendidas e todos os pontos da virada de uma jornada que começa ainda na primeira infância. Pensar grande, começar pequeno, aprender rápido e gerar valor nunca foi tão real e palpável mas, fica a pergunta, o que podemos fazer aqui para transformar nossa realidade?
Talk|Destravando a sua criatividade #CPNatal2|Aug. 17, 2019, 11 a.m.|Aug. 17, 2019, 11:45 a.m.|Natal, Rio Grande do Norte, Brazil|A criatividade é a principal característica que nos diferencia das máquinas, mas o que vai acontecer conosco se a tecnologia continuar evoluindo e nossa criatividade atrofiando? Vamos conversar sobre como podemos pensar criativamente no dia à dia e exercitar nosso cérebro para pensar em soluções fora do padrão.
Talk|Dieta Digital - O que é e por que é uma tendência mundial? #CPNatal2 #COMUNIDADELEP|Aug. 17, 2019, 11 a.m.|Aug. 17, 2019, 11:45 a.m.|Natal, Rio Grande do Norte, Brazil|A internet transformou completamente a nossa comunicação, quebrou barreiras de forma globalizada e vem exigindo novas habilidades para os futuros profissionais, entre elas a capacidade de usar esta ferramenta com equilibrio. A hiperconectividade vem gerando problemas de saúde muito sérios, como isolamento social, ansiedade, hipertensão e depressão. Neste bate-papo com a jornalista e professora de comunicação Erika Zuza, fundadora do projeto educativo Papo de Mídias, vamos refletir sobre a chamada Dieta Digital: o que é e por que este detox está sendo considerado macro tendência mundial? Vem com a gente e participe!
Talk|Trabalho remoto para Devs 101 #CPNatal2|Aug. 17, 2019, 11 a.m.|Aug. 17, 2019, 11:45 a.m.|Natal, Rio Grande do Norte, Brazil|Estudantes e profissionais de TI têm visto cada vez mais o crescimento de oportunidades de trabalho remoto, tanto para empresas nacionais quanto internacionais. Muitas vezes, porém, estão tão concentrados em aprender as inúmeras habilidades técnicas que são requisitadas, que não encontram tempo para entender quais outras habilidades o trabalho remoto demandaria deles, quais os benefícios, dificuldades e como é a rotina de um Profissional de TI remoto. Nessa talk, irei explicar alguns conceitos básicos para quem quer ser um empreendedor individual com tecnologia sem restrições de localização, explorar as opções de modalidade de empresas neste contexto e compartilhar a minha experiência trabalhando remoto para uma empresa remote-only.
Talk|Utilização de sucata no ensino da Robótica Educacional #CPNatal2 #OpenCampus|Aug. 17, 2019, 10:30 a.m.|Aug. 17, 2019, 11:30 a.m.|Natal, Rio Grande do Norte, Brazil|Tem como objetivo mostrar os motivos e vantagens da utilização de sucata em projetos e ensino de Robótica. Dessa forma, tornar a Robótica mais acessível e difundir a cultura Maker.
Talk|O Guia de sobrevivência na CPNatal2 #CPNatal2|Aug. 16, 2019, 11 p.m.|Aug. 16, 2019, 11:45 p.m.|Natal, Rio Grande do Norte, Brazil|Todos sabemos que a Campus é um evento gigantesco rico em Tecnologia, Empreendedorismo, Comunidades, Criatividade e Inovação. Nós campuseiros muitas vezes não sabemos nem por onde começar para aproveitar toda a experiência do evento, alguns assistem metade de uma palestra para ir a outra que quer muito ver também. E se nós, veteranos, compartilharssemos um pouco das nossas dicas de o quê fazer e como fazer, como se proteger?! Todos correm riscos dentro do evento, não sabiam? Os seus dados podem estar sendo explorados enquanto você está lendo essa descrição!
Talk|Bug Bounty - Um pouco sobre #CPNatal2 #COMUNIDADEDUMONTHACKERSPACE|Aug. 16, 2019, 11 p.m.|Aug. 16, 2019, 11:45 p.m.|Natal, Rio Grande do Norte, Brazil|Nessa palestra falarei um pouco sobre Bug Bounty, o que é esse tal de bug bounty, como posso começar, quais as principais plataformas que são utilizadas, explicar alguns disclosures de bugs encontrados por mim e também por outros Hunters, explicar como comecei e dar algumas dicas interessantes para começar também :)
Talk|Como conectar o cérebro com um Arduino #CPNatal2 #COMUNIDADEDUMONTHACKERSPACE|Aug. 16, 2019, 10 p.m.|Aug. 16, 2019, 10:45 p.m.|Natal, Rio Grande do Norte, Brazil|Em 1980, no filme Star Wars: O Império Contra-Ataca, o mestre Yoda ensina Luke a levantar sua nave com o poder da mente. Hoje, em 2019, quão longe estamos dessa realidade? Com o avanço da neuroengenharia, fatos que antes eram ficção, hoje em dia tornaram-se plausíveis. Só que, atualmente, a única força que temos disponível para controlar coisas com a mente, só pode ser acessada com a ajuda de softwares e componentes de hardware, os quais nos auxiliam a interagir com o meio. Ainda não conseguimos ouvir os pensamentos, por exemplo, mas podemos identificar quando algum
Talk|Design Thinking: Solucionando problemas de maneira criativa #CPNatal2 #COMUNIDADELEP|Aug. 16, 2019, 11 p.m.|Aug. 16, 2019, 11:45 p.m.|Natal, Rio Grande do Norte, Brazil|A partir de amostra das ferramentas será possível desenvolver a empatia em um contexto de um problema fazendo com que os participantes se sintam no centro de desenvolvimento de um projeto a fim de solucionar o problema citado. O objetivo principal é entender que os métodos usadas para criar soluções podem ser capazes de se conectarem aos processos de criação alcançando um alto nível de inovação.
Talk|A mulher na indústria de jogos #CPNatal2 #COMUNIDADEASBOYZINHASARRETADAS|Aug. 16, 2019, 10 p.m.|Aug. 16, 2019, 11 p.m.|Natal, Rio Grande do Norte, Brazil|A palestra mostra as dificuldades e desafios, mas também a superação de uma mulher atuante na área de jogos digitais em uma equipe/empresa composta completamente de homens.
Talk|5 passos para Colocar seu Projeto (e sua Carreira) na Direção Certa #CPNatal2|Aug. 16, 2019, 10 p.m.|Aug. 16, 2019, 10:45 p.m.|Natal, Rio Grande do Norte, Brazil|Para crescer na carreira, você precisa trabalhar em projetos desafiadores e interessantes. E os melhores projetos são aqueles onde o time está comprometido em crescer na carreira e em responsabilidade. Nessa palestra você vai entender como você pode utilizar seu conhecimento nas áreas de tecnologia para trabalhar nos melhores projetos da indústria. Ou como transformar o seu projeto atual em um projeto fantástico! Vamos juntos implantar os 5 passos vão colocar seu projeto no caminho certo. E sua carreira também.
Talk|Expectativa vs Realidade de trabalhar com dados #CPNatal2 #COMUNIDADEASBOYZINHASARRETADAS|Aug. 16, 2019, 11 p.m.|Aug. 17, 2019, midnight|Natal, Rio Grande do Norte, Brazil|Um relato da minha experiência: Minha visão sobre ciência de dados antes e depois de trabalhar com isso.
Talk|Segurança em Nuvem: a ameaça fantasma #CPNatal2 #COMUNIDADEDEVOPSRN|Aug. 16, 2019, 10 p.m.|Aug. 16, 2019, 10:45 p.m.|Natal, Rio Grande do Norte, Brazil|"Temos a estranha mania de abstrair aquilo que não nos é palpável e com a computação em nuvem não é diferente. Muitos devs e gestores de Infra negligenciam a importância das configurações de segurança dos serviços cloud ao utilizá-los, esquecendo-se de que a ""nuvem"" nada mais é que um servidor (algumas vezes somente uma instância virtualizada) de outra empresa. O equipamento (ou a instância) é alugado por um valor periódico, para fornecer os recursos de redes e computacionais necessários à sua aplicação. Nesta fase, vem o tema desta talk: a configuração de segurança do ambiente em nuvem, para muitos, ainda é uma 'ameaça fantasma'."
Talk|Hacking Mifare Classic Cards #CPNatal2 #COMUNIDADEDUMONTHACKERSPACE|Aug. 17, 2019, 2:15 p.m.|Aug. 17, 2019, 3 p.m.|Natal, Rio Grande do Norte, Brazil|Nesse Talk irei apresentar a tecnologia bastante usada(Na cidade de Natal inclusive) nos cartões de transporte público e algumas de suas vulnerabilidades. Em nenhum momento vou incentivar a prática ilegal de burlar o sistema de créditos ou incentivar práticas ilegais, apenas compartilhar o conhecimento que obtive. Além das vulnerabilidades em geral, desse tecnologia, irei apresentar seu funcionamento e como podemos melhorar essa tecnologia com boas práticas de criptografia.
Talk|Cerimônia Abertura Campus Party Natal #CPNatal2|Aug. 16, 2019, 7 p.m.|Aug. 16, 2019, 8 p.m.|Natal, Rio Grande do Norte, Brazil|Campuseiro, seja bem vindo! Estamos a todo vapor e a Campus Party Natal vai começar, você está preparado?
Talk|Educação e Tecnologia #CPNatal2 #OpenCampus|Aug. 17, 2019, 3 p.m.|Aug. 17, 2019, 3:45 p.m.|Natal, Rio Grande do Norte, Brazil|Meios possíveis de inserir a tecnologia como apoio à educação com o mínimo de traumas e perdas, considerando os recursos disponíveis hoje, o formato da educação tradicional, a formação dos professores e o conhecimento empírico das crianças e adolescentes como usuários nativos de tecnologia. O futuro da educação com a Robótica, 5G, Inteligência Artificial, Gamificação, Realidade Virtual e Aumentada e Informática Quântica.
Talk|O Poder do Mágico: Como aumentar drasticamente as chances de alguém fazer o que você quer #CPNatal2 #COMUNIDADELEP|Aug. 17, 2019, 2:15 p.m.|Aug. 17, 2019, 3 p.m.|Natal, Rio Grande do Norte, Brazil|Palestra interativa mostrando como novos conhecimentos em ciências comportamentais podem impulsionar negócios digitais.
Talk|Como a Inteligência Artificial atua na Gestão de Projetos? #CPNatal2|Aug. 17, 2019, 2:15 p.m.|Aug. 17, 2019, 3 p.m.|Natal, Rio Grande do Norte, Brazil|A gestão de projetos (GP) é um dos principais meios de inovação organizacional e por isso tem apoiado a implementação de diversas tecnologias dentro das empresas assim como também tem sofrido grandes mudanças nas últimas décadas. Junto com a computação, várias ferramentas vêm sendo desenvolvidas e utilizadas para apoiar a GP, porém há uma indicação que muitos projetos ainda não atingem o sucesso (ALLEN et al., 2014). Nesse sentido, a inteligência artificial oferece várias técnicas que estão sendo implementadas em GP para ajudar em problemáticas complexas, confusas, com múltiplas variáveis e dessa forma, a relação humano-máquina vem mudando completamente a visão de futuro da área. Esta palestra tem como objetivo mostrar uma breve descrição das áreas inteligência artificial e gestão de projetos e como elas se interligam. Além disso, mostrar um panorama geral de quais técnicas são mais utilizadas, quais as áreas e problemas da GP que a IA atua e quais são as possíveis mudanças da área a partir desta perspectiva.
Talk|O Grand Slam: Criando empregos de alta tecnologia no Brasil #CPNatal2|Aug. 16, 2019, 8:30 p.m.|Aug. 16, 2019, 9:30 p.m.|Natal, Rio Grande do Norte, Brazil|"No jogo de beisebol, um grand slam é uma rebatida de home run com todas as três bases ocupadas por corredores (""bases lotadas""), assim marcando quatro corridas—o máximo em uma jogada. É necessário, ter as condições certas para esta jogada! Hoje, todas as condições estão propícias para que vários projetos se unam permitindo que mais estudantes frequentem a universidade, tenham oportunidades de empregos técnicos bem remunerados e assim possibilitem mais produção no Brasil e na América Latina. Treze anos em processo de desenvolvimento, agora é hora do ""Grand Slam""."
Talk|HACTUS CRIATIVE - RoboLed e Cosplay ao Maker #CPNatal2|Aug. 17, 2019, 2:15 p.m.|Aug. 17, 2019, 3 p.m.|Natal, Rio Grande do Norte, Brazil|Troca de ideias sobre a diversão como ambiente de negócios e como o Maker está se tornando um negócios de futuro.
Talk|Programação para Noobs #CPNatal2 #COMUNIDADEDEVOPSRN|Aug. 17, 2019, 2:15 p.m.|Aug. 17, 2019, 3 p.m.|Natal, Rio Grande do Norte, Brazil|Relatos de uma pseudo engenheira em sua jornada de devgirl. Programar tem seus desafios e todos já foram noobs um dia, mas assim como na matemática, cada desafio pode ser superado um passo de cada vez.
Talk|Facilitadores tecnológicos para comunicação em Libras #CPNatal2|Aug. 17, 2019, 1:15 p.m.|Aug. 17, 2019, 2 p.m.|Natal, Rio Grande do Norte, Brazil|Apesar da Lei Nº 10.436, DE 24 DE ABRIL DE 2002 em seu art. 1o reconhecer a língua de sinais brasileira como meio legal de comunicação e expressão, bem como os outros recursos de expressão a ela associados. É comum para muitas pessoas que não entendem as características e as especificidades inerentes a uma língua viso-gestual rotular a mesma como sendo uma mistura de pantomima e gesticulação concreta, incapaz de expressar conceitos abstratos. Pensando ainda sobre recursos expressivos e a relevância destes para a LS, existe a criação de softwares com o propósito de traduzir/interpretar a língua de sinais, com avatares disponíveis no mercado, e muitas são as vantagens de se automatizar essa tradução, mas será que o aplicativo é capaz de fazer de fato essa tradução, considerando os parâmetros de execução dos sinais e contribuindo para uma apreensão e desenvoltura no entendimento e na execução dos sinais? Além da mediação via aplicativo, existem os dicionários ilustrados com a imagem dos sinais, tradução e orientação quanto aos parâmetros de execução dos sinais (ponto de articulação, orientação, o movimento, expressão facial e/ou corporal). Contudo, será que é possível apreender e executar os sinais apenas olhando e interpretando tais materiais? Levando em consideração que tais parâmetros são fundamentais e desempenham uma função distintiva, isto é, a mudança de apenas um dos Parâmetros, mantendo os outros iguais, pode dar origem a um sinal totalmente diferente, propomos então uma palestra que expresse e possibilite o entendimento e a vivência desse processo, demonstrando o quão importante é a observância cuidadosa dos sinais no aprendizado, ao longo do contato com a Libras.
Talk|Ser uma Artista Mulher #CPNatal2 #COMUNIDADEASBOYZINHASARRETADAS|Aug. 17, 2019, 2 p.m.|Aug. 17, 2019, 3 p.m.|Natal, Rio Grande do Norte, Brazil|A presente atividade buscará expor e discutir como é ser uma artista mulher - seus desafios, conquistas, aprendizados e vantagens - e para além disto, trazer para o público qual é o nosso lugar e como estamos ocupando-o ao longo dos anos. Afinal, O que ser mulher e artista representa para nós hoje?
Talk|Sustentabilidade da TI – Escola de TI para a gestão pública e RN CONSIGSustentabilidade da TI – Escola de TI para a gestão pública e RN CONSIG #CPNatal2 #OpenCampus|Aug. 17, 2019, 2 p.m.|Aug. 17, 2019, 2:45 p.m.|Natal, Rio Grande do Norte, Brazil|Como o governo do Estado procura a sustentabilidade do setor de desenvolvimento de software, caso de uso Escola de TI para Gestão Pública e RN COnsig
Talk|DevSecOps - Continuous Application Security Testing #CPNatal2 #COMUNIDADEDEVOPSRN|Aug. 17, 2019, 1:15 p.m.|Aug. 17, 2019, 2 p.m.|Natal, Rio Grande do Norte, Brazil|A metodologia DevOps não envolve apenas as equipes de desenvolvimento e de operações. Se você quiser aproveitar ao máximo a agilidade e a capacidade de resposta proporcionadas pela abordagem DevOps, também será necessário que a equipe de segurança da TI desempenhe um papel integrado em todo o ciclo de vida das aplicações da sua empresa ou organização.
Talk|A relação da tecnologia e a saúde mental #CPNatal2|Aug. 17, 2019, 2:15 p.m.|Aug. 17, 2019, 3 p.m.|Natal, Rio Grande do Norte, Brazil|Atividade para discussão sobre impactos positivos e negativos das tecnologias na saúde mental do usuário de tecnologias
Talk|Parque da Cidade - Espaço de conhecimento, lazer e qualidade de vida #CPNatal2|Aug. 17, 2019, 1:15 p.m.|Aug. 17, 2019, 2 p.m.|Natal, Rio Grande do Norte, Brazil|Apresentação da Unidade de Conservação Municipal e suas atividades, consolidando os objetivos de Preservação, Educação Ambiental e Pesquisa Científica
Talk|Cidade para mulheres feita por mulheres #CPNatal2 #COMUNIDADEASBOYZINHASARRETADAS|Aug. 17, 2019, 1:05 p.m.|Aug. 17, 2019, 1:55 p.m.|Natal, Rio Grande do Norte, Brazil|O objetivo da atividade é buscar trazer uma reflexão sobre como construimos as nossas cidades, a quem ela vem beneficiando e as segregações causadas pela falta de diversidade no processo de planejamento urbano, principalmente no que se diz respeito a segurança das mulheres nas ruas. Alem disso, criar uma discussão com as participantes sobre como as diferentes áreas de conhecimento poderiam colaborar com a construção de uma cidade mais segura e plural.
Talk|Marketing Digital e o Consumidor 2.0 #CPNatal2|Aug. 17, 2019, noon|Aug. 17, 2019, 1 p.m.|Natal, Rio Grande do Norte, Brazil|A palestra é uma discussão sobre a correlação do marketing digital com o comportamento do consumidor, e como isso tem mudado e transformado o desafios das marcas em ir criar novas abordagens e estratégias. Serão apresentados todos os principais hábitos, interesses e táticas que marcas têm encontrado. Também será mostrado o que tem dado resultado e o quais tipos de anúncios tem ficado cada vez mais obsoletos. 
Talk|Falha Critica - Sua aplicação/código está realmente seguro? #CPNatal2 #COMUNIDADEDEVOPSRN|Aug. 17, 2019, noon|Aug. 17, 2019, 1 p.m.|Natal, Rio Grande do Norte, Brazil|Com o crescimento dos serviços Web, a demanda de aplicações está crescendo a cada dia, em paralelo crescem as falhas de segurança, por diversos motivos, sejam eles, falhas no código da aplicação, do servidor WEB, do sistema de Firewall, a não adoção das melhores práticas de desenvolvimento de um código limpo e seguro.
Talk|Growth hacking para quê e para quem? #CPNatal2|Aug. 17, 2019, noon|Aug. 17, 2019, 1 p.m.|Natal, Rio Grande do Norte, Brazil|Nesta palestra vamos falar um pouco da importância desse profissional para a sua empresa e porque o Growth Master é essencial para otimizar os processos da sua empresa.
Talk|Novas tecnologias em saúde: O resgate de saberes milenares redesenhado o cuidado #CPNatal2 #OpenCampus|Aug. 17, 2019, 1 p.m.|Aug. 17, 2019, 1:45 p.m.|Natal, Rio Grande do Norte, Brazil|Diante do cuidado à saúde, precisamos nos responsabilizarpor boa parte da Qualidade da assistência que ofertamos, colocando todas as opções tecnológicas que dispomos em termos de conhecimentos e de saberes, a serviço do usuário.
Talk|OrtogOnBlender : Computação gráfica 3D gratuita e livre para a saúde humana! #CPNatal2|Aug. 18, 2019, 6:30 p.m.|Aug. 18, 2019, 7:30 p.m.|Natal, Rio Grande do Norte, Brazil|Originalmente desenvolvido para o planejamento de cirurgia de deformações faciais, o OrtogOnBlender tem se tornado uma referência livre e gratuita para as novas tecnologias na saúde humana e veterinária. O add-on permite ao usuário digitalizar em 3D faces e objetos por fotografia (fotogrametria), reconstruir tomografias computadorizadas, segmentar peças anatômicas e fazer complexos cálculos de gráficos booleanos, bastante presentes na impressão 3D. Acompanhe a atividade e veja os casos onde o add-on foi utilizado, bem como o imenso número de possibilidades dentro da já fascinante área do 3D!
Talk|Comece sua startup global em Natal #CPNatal2|Aug. 17, 2019, noon|Aug. 17, 2019, 1 p.m.|Natal, Rio Grande do Norte, Brazil|Tive uma ideia em Natal, e agora? Nesse bate-papo iremos conversar sobre quais são os diferenciais que uma ideia de negócio precisa ter para se tornar global e quais são as oportunidades que podem ser construídas dentro do Rio Grande do Norte.
Workshops|Pensamento Computacional Desplugado #CPNatal2 ##OpenCampus|Aug. 17, 2019, 12:30 p.m.|Aug. 17, 2019, 1:30 p.m.|Natal, Rio Grande do Norte, Brazil|Baseado em práticas de eletricidade, nos desenvolvemos uma maneira de explicar como podemos trabalhar o racíocinio computacional sem está ligado a um computador
Workshops|Minicurso de Pitch - Como prender a atenção e gerar interesse da forma certa #CPNatal2 #COMUNIDADELEP|Aug. 17, 2019, 1:15 p.m.|Aug. 17, 2019, 2 p.m.|Natal, Rio Grande do Norte, Brazil|Iremos aprender sobre: o que é Pitch, quais os tipos, o que é preciso saber antes de montar um Pitch e quais os seus principais elementos.
Workshops|Design Gráfico com software livre, Inkscape no Marketing Digital #CPNatal2 #COMUNIDADEDUMONTHACKERSPACE|Aug. 17, 2019, 1:15 p.m.|Aug. 17, 2019, 2 p.m.|Natal, Rio Grande do Norte, Brazil|Ensino de software livre Inkscape na criação de peças publicitárias, pensando alternativas para designers iniciantes.
Talk|Girl Power! - Comunidades e Feminismos STEM #CPNatal2 #OpenCampus|Aug. 18, 2019, 6 p.m.|Aug. 18, 2019, 7 p.m.|Natal, Rio Grande do Norte, Brazil|Painel com integrantes de três comunidades femininas das áreas STEM: Fernanda Cabral (WiE - Women in Engineering), Kally Lopes (MUTE - Mulheres Unidas nas Tecnológicas e Exatas) e Gabriela Cavalcante (Pyladies).O painel tem como objetivo discutir sobre como as comunidades voltadas pras mulheres contribuem para o empoderamento feminino dentro dos espaços das ciências exatas e tecnológicas, bem como falar sobre as atividades que os grupos tem desenvolvido para promover esse empoderamento e a permanência das mulheres nesse espaços majoritariamente masculinos.
Workshops|Afinal, o que é uma metodologia ágil? #CPNatal2 #COMUNIDADELEP|Aug. 17, 2019, noon|Aug. 17, 2019, 1 p.m.|Natal, Rio Grande do Norte, Brazil|Apresentação de algumas das principais metodologias ágeis (Kanban, Scrum e XP) e discussão sobre suas aplicabilidades e casos de uso com dinâmicas interativas.
Workshops|Primeiros passos para um DIY home Jarvis #CPNatal2 #COMUNIDADEDUMONTHACKERSPACE|Aug. 17, 2019, noon|Aug. 17, 2019, 1 p.m.|Natal, Rio Grande do Norte, Brazil|Aprenderemos como montar um servidor Web em um servidor local (como um raspberry) para se conectar a dispositivos IOT como ESPs e Arduinos de modo a interagir com o ambiente por meio de sensores e atuadores, mantendo consistência do estado em um banco de dados não relacional, no nosso caso Firebase.
Workshops|Luminária Vingadores #CPNatal2 #OpenCampus|Aug. 17, 2019, 12:30 p.m.|Aug. 17, 2019, 1:30 p.m.|Natal, Rio Grande do Norte, Brazil|A atividade será uma oportunidade de montar uma luminária com princípios básicos de eletrônica, com Leds, baterias e um corpo montado com MDF e acrílico.
Workshops|Robótica Sustentável: Carrinho a propulsão a ar #CPNatal2 #OpenCampus|Aug. 17, 2019, 10:30 a.m.|Aug. 17, 2019, 12:30 p.m.|Natal, Rio Grande do Norte, Brazil|Podemos inovar em príncipios fundamentais da Física e ainda ser sustentável? Claro que sim. Utilizando materiais reciclados para desenvolver um carrinho que utiliza príncipios físicos e junta o Maker e o STEAM para uma educação do futuro. Venha conhecer.
Workshops|Break the problem #CPNatal2 #COMUNIDADELEP|Aug. 16, 2019, 10 p.m.|Aug. 16, 2019, 10:45 p.m.|Natal, Rio Grande do Norte, Brazil|Como utilizar 4 ferramentas para resolver problemas empresariais.
Workshops|Modelando com Thinkercad #CPNatal2 #OpenCampus|Aug. 17, 2019, 10:30 a.m.|Aug. 17, 2019, 12:30 p.m.|Natal, Rio Grande do Norte, Brazil|O Tinkercad é um aplicativo gratuito e fácil de usar para projetos 3D, componentes eletrônicos e codificação. É usado por professores, crianças, amadores e projetistas para imaginar, projetar e fabricar qualquer coisa! Nesta oficina o participante da oficina precisa trazer seu o seu notebook.
Workshops|O que é o heroku e como utilizá-lo #CPNatal2 #COMUNIDADEDEVOPSRN|Aug. 16, 2019, 11 p.m.|Aug. 16, 2019, 11:45 p.m.|Natal, Rio Grande do Norte, Brazil|Explicação básica sobre IAAS e PAAS, introdução ao heroku e mão na massa para subir uma aplicação nele.
Workshops|Introdução ao HTML e CSS: Colorindo o mundo web #CPNatal2 #COMUNIDADEASBOYZINHASARRETADAS|Aug. 17, 2019, 11 a.m.|Aug. 17, 2019, 1 p.m.|Natal, Rio Grande do Norte, Brazil|Uma breve introdução dos primeiros passos de um(a) desenvolvedor(a) no maravilhoso mundo web. Nesse workshop iremos aprender como são criadas e estilizadas as interfaces que vemos diariamente ao acessarmos a internet.
Talk|Interface Cérebro-Máquina: Decodificando o Cérebro #CPNatal2|Aug. 17, 2019, 2:15 p.m.|Aug. 17, 2019, 3 p.m.|Natal, Rio Grande do Norte, Brazil|"Imagine um mundo onde as máquinas podem ser controladas apenas pelo ""pensamento"". Esse cenário de ficção científica é uma das promessas das Interfaces Cérebro-Máquina (ICMs). Nesta palestra, apresentaremos essa tecnologia que está ajudando a assistir, aumentar e reparar funções motoras e cognitivas em seres humanos. Também faremos uma demonstração ao vivo do controle de um Sabre de Luz Sith com o poder da força/mente (onde realizaremos o registro da atividade elétrica do cérebro de um voluntário e usaremos essa informação para controlar o dispositivo)."
